JobTitle,company,location,salary,date_posted,ExtractDate,job_url,summary,review_url,overall_rating,num_ratings
INTERNSHIP,Thiam Sieng Group,Gambang,RM 600 per month,12d ago,19/5/2024,https://www.jobstreet.com.my/job/75649832?type=standout&ref=search-standalone&origin=cardTitle#sol=3e534e6fc1343f92e2d2e6cbb764b689b786cc5f,great news internship student looking internship placement university course thiam sieng group hiring internswe believe internship opportunity would help internship student grow refine skill help develop gain real working experienceinternship benefitsmonthly allowance rmadditional monthly allowance rm based performance attendanceopportunity absorbed permanent employee upon good internship performance final year studentsmust willing intern gambang pahang position available following fieldssales marketinglogistics supply chaingraphic designproduction admin task engineering,https://www.jobstreet.com.my/companies/thiam-sieng-group-168551803934442/reviews?jobId=75649832,3.2,6.0
Internship in Web Designing (WordPress),EasyParcel Sdn. Bhd.,Bayan Lepas,RM 750 – RM 800 per month,12d ago,19/5/2024,https://www.jobstreet.com.my/job/75649049?type=standout&ref=search-standalone&origin=cardTitle#sol=03e8e446d9c0a4e76d00fcaaeb8e4251fa1117fd,budding web design enthusiast penchant wordpress excited offer internship opportunity web design intern passionate web designing wordpress eager learn seo role perfect individual want gain practical experience build strong foundation web design using wordpress seo intern work closely team learning rope contributing web design seo digital marketing project responsibilitiesassist creating visually appealing responsive userfriendly website design within wordpress frameworklearn use html cs implement maintain wordpress design ensuring meet internal business requirementsgain handson experience optimizing content seo implementing onpage technique meta tag heading keyword placementcollaborate team conduct keyword research analysis identify opportunity website content optimization ranking improvementdesign optimize website responsiveness mobilefriendlinessassist monitoring analyzing website traffic data using tool like google analytics understand user behavior identify area improvement optimizationimproving web design element enhance user engagement conversion ratesparticipate creating engaging calltoactions ctas element encourage ctr improvementscollaborate content optimization effort including meta description header image tag improved seo performancemaintain improve website speed enhance user experience user engagementensure timely project delivery good quality standard requirementsrequire diploma higher field information technology digital marketing multimediapassion web design wordpress curiosity seoa strong sense design aesthetic eagerness learn create visually appealing web designsfast learner able work independently sometimesbasic html cs knowledgeable work office located penang bayan barupreferred skill wordpress figmarequired language english bahasa malaysiainternship duration minimum month internship position available internship offer unique opportunity gain handson experience web design seo youll work closely supportive team learning essential skill contributing realworld project youre excited immerse web design wordpress seo encourage apply internship position besides position also open final year student undertaking practical industrial training,https://www.jobstreet.com.my/companies/easyparcel-168553705191024/reviews?jobId=75649049,4.4,27.0
Internship in Software Testing,SWIFT SUPPORT SERVICES MALAYSIA SDN. BHD.,Kuala Lumpur,undisclosed,12d ago,19/5/2024,https://www.jobstreet.com.my/job/75655443?type=standard&ref=search-standalone&origin=cardTitle#sol=98d5c7aee3a38056f1b954658e56336de7dcc1b6,rolewe offering month internship work quality engineering chapter kuala lumpur intern given opportunity become technically proficient quality assurance introduced corporate environment mean taking part curated curriculum groom persona brush skill autonomously deliver product part squad customer interaction tribe customer experience also get chance learn handson manual automation testing guide senior tester soft skill play big role making internship u huge success expect learn foundation software testing opportunity handson manual automation testing work agile environment youll involved start finish software development cycle sdlc collaborate developer business analyst sys operator product owner within squad learn basic devops tooling cicd learn create test case requirement perform testing create acceptance test report make successful currently pursuing undergraduate postgraduate programme computer science related field familiar basic software testing knowledge robotframework cicd tool process git bitbucket plus proper training provided proficient english spoken written enjoy learning new thing curious enjoy working team note proper training provided may like know team better get insight work swift company culture value connect u linkedin puteri megat quality engineering chapter lead customer interaction tribe joshua ho talent acquisition ta specialist offer put control career give competitive package help perform best help make difference give freedom give freedom creating environment unique individual like different perspective financial industry world environment everyones voice count reach full potential regardless age background culture colour disability gender nationality race religion veteranmilitary status,https://www.jobstreet.com.my/companies/swift-168552398843916/reviews?jobId=75655443,4.1,19.0
Intern - IT Engineer,MICRON MEMORY MALAYSIA SDN. BHD.,Batu Kawan,undisclosed,12d ago,19/5/2024,https://www.jobstreet.com.my/job/75644116?type=standard&ref=search-standalone&origin=cardTitle#sol=241db12732ed4493ed2923a41ca68f53d804ece4,vision transform world us information enrich life micron technology world leader innovating memory storage solution accelerate transformation information intelligence inspiring world learn communicate advance faster ever jr intern engineer project title monitoring dashbord project description seeking highly motivated intern join organization networking team intern opportunity gain handson experience cisco arista vmware many tool work closely team expert support infrastructure company scope create script add monitoring tool arista dashboard assist implementation network server dashboard monitoring project aim enable infra dashboard system supporting team mmp infra team network team server team dba team key responsibility assist implementation network server dashboard monitoring project aim enable infra dashboard system provide support production site network infrastructure hardware monitoring track monitor hardware health condition assist troubleshooting resolving technical issue related manufacturing system software application supporting team involvement mmp infra team server team network team stretched goal learn manage set required dashboard document process learning project outcome micron technology inc industry leader innovative memory storage solution transforming world us information enrich life relentless focus customer technology leadership manufacturing operational excellence micron delivers rich portfolio highperformance dram nand memory storage product micron crucial brand every day innovation people create fuel data economy enabling advance artificial intelligence g application unleash opportunity data center intelligent edge across client mobile user experience learn please visit microncomcareers qualified applicant receive consideration employment without regard race color religion sex sexual orientation gender identity national origin veteran disability status request assistance application process andor reasonable accommodation please contact hrsupportmymicroncom micron prohibits use child labor complies applicable law rule regulation international industry labor standard micron charge candidate recruitment fee unlawfully collect payment candidate consideration employment micron,https://www.jobstreet.com.my/companies/micron-semiconductors-168551078128068/reviews?jobId=75644116,3.8,33.0
Internship Position Available,SIN-KUNG LOGISTICS BERHAD,Shah Alam/Subang,undisclosed,12d ago,19/5/2024,https://www.jobstreet.com.my/job/75638564?type=standard&ref=search-standalone&origin=cardTitle#sol=532b9bfe9188227fe28e766e89b966523e05856a,job highlightsexciting internship opportunity final year final semester student pursuing degree industrial statistic human resource information technology logistics social medium embark valuable internship experience apply classroom knowledge realworld scenario gain insight logistics industry develop practical skill internship excellent opportunity finalyear student pursuing diploma degree particularly logistics management job descriptionsas intern opportunity work various project task related field study responsibility may include limited toassisting data analysis statistical research industrial settingssupporting hr activity recruitment onboarding employee relationsassisting itrelated task software troubleshooting database managementproviding logistical support company operation projectsassisting social medium management content creation qualificationsfinal year final semester student pursuing degree industrial statistic human resource information technology logistics social mediaproficiency microsoft office applicationsstrong communication writing skill englishfluency mandarin added advantageproactive attitude willingness learn,,,
Lecturer (Computer Science),INTI International College Subang,Subang Jaya,undisclosed,12d ago,19/5/2024,https://www.jobstreet.com.my/job/75637522?type=standout&ref=search-standalone&origin=cardTitle#sol=58ccbbd74d73daf671d3a834636578848bf0c67d,looking computer science lecturer fulltime parttime come join u part team responsibilitiesteach supervise studentsdevelop review update learning material compliance syllabus curriculumparticipate development administration marking exam assessmentsprovide academic counseling pastoral care studentsinvolve campus activity requiredrequirementscandidate must posse bachelor master degree computer science relevant field studiesminimum year teaching experience diploma degree programcandidate industrial experience also consideredgood command english languageexcellent presentation skillsstrong commitment passionate teaching young adult diverse background please note shortlisted applicant notified thank interest vacancy,https://www.jobstreet.com.my/companies/inti-international-college-subang-168552800543135/reviews?jobId=75637522,3.9,27.0
Internship for Computer Science - IT Students (Puchong),PRESOFT (M) SDN BHD,Puchong,undisclosed,13d ago,19/5/2024,https://www.jobstreet.com.my/job/75625167?type=standard&ref=search-standalone&origin=cardTitle#sol=66738281331e81c269fb2b69bd1ca0a2a00db2bb,requirementscandidate must posse currently pursuing bachelor degree computer scienceinformation artdesigncreative multimediadigital marketing equivalentrequired skill system support c programming web design development android io development proficient illustrator photoshop equivalentpreferred skill networking cknowledgeable keen interest ecommerce platform design preferred eye creativity aestheticsrequired language mandarin cantonese english bahasa malaysiapreferred language mandarin bahasa malaysia internship position duration monthsresponsibilitiesselected intern responsible system support troubleshooting setting system configuration report formatting application development mobile application development web design development networking etc provide intern dynamic engaging experience realworld work environmentcandidates must willing work puchong selangorrequired skill system support networking system design io android development web design web programmingpreferred skill programming graphic designmultimedia student advised apply well,,,
Internship - Web Application Development (Ipoh or Subang or Remote),Alpha Red Solutions Sdn Bhd,Subang Jaya,RM 700 – RM 900 per month,13d ago,19/5/2024,https://www.jobstreet.com.my/job/75617444?type=standout&ref=search-standalone&origin=cardTitle#sol=9e8abe80b5329f91ac537f55b2baadb75942b314,internship period exposed areasresponsibilitiesinterns given opportunity work customer project across company give exposure intern real life working experience exposure include coding integration testing frontend uiux development full cycle sdlc requirementsstudent must posse currently pursuing bachelor degree computer scienceinformation technology equivalentrequired skill net core sql html cs json xml apiadditional advantage skill bootstrap flutter vuejs reactjsrequired language bahasa malaysia english company consist dynamic talented experienced versatile individual different background skill looking talented dedicated individual right attitude value add team grow u dynamic culture encourage productivity self discipline objective creating great working environment dont hesitate explore u endless opportunity,,,
Internship for Software Engineering,PS TECH SOLUTION SDN. BHD.,Petaling Jaya,"RM 1,000 – RM 1,500 per month",14d ago,19/5/2024,https://www.jobstreet.com.my/job/75616790?type=standout&ref=search-standalone&origin=cardTitle#sol=442c2fcf99fcc7d013eda763848893a3bc09decd,join u looking internship program prepare future venture career path applying theory study real life business right internship believe happiness new productivity hence hire talent great attitude ensure working culture company always fun optimised office cool comfortable furnished sofa fridge beer juice free flow snack chocolate coffee machine etc allowing talent private chillout area given opportunity deal business top management bank telco various corporate mncs exposing various industry business want miss opportunity experience professional real business world learn business skillsets sop part awesome team great culture candidate perform given chance lead team internship opportunity great demonstrate leadership management experience experience included resume really help stand future career,,,
Internship for Web Programmer (Angular),DATUM CLEARMIND SDN. BHD.,Kuala Lumpur,undisclosed,15d ago,19/5/2024,https://www.jobstreet.com.my/job/75598838?type=standard&ref=search-standalone&origin=cardTitle#sol=cc67246427638a0dd469767b00fd9fb94ebb9a7e,inviting undergraduate experienced angular looking internship placement join dynamic teamyou learn design create ui component based angular best practice need implement exciting streamlined user experience javascriptbased desktop mobile web appsyou extensive knowledge theoretical software engineering proficiency javascript html cs excellent project management skill responsibilitiesdesigning developing user interfacesadapting interface modern web application using latest frontend technologieswriting javascript cs htmldeveloping application code unit test angular sql rest web apisconducting performance testsconsulting design team requirementscurrently pursuing degree information technology computer sciencesoftware engineer equivalentproficient cs html writing crossbrowser compatible codeexperience using javascript building toolsknowledge javascript mvvmmvc frameworksknowledge sql query language added advantageknowledge implementing frontend javascript applicationsgood communication skillscritical thinker good problemsolvingsummary role requirementslooking candidate available workmonday morning afternoon eveningtuesday morning afternoon eveningwednesday morning afternoon eveningthursday morning afternoon eveningfriday morning afternoon eveningno experience required roleworking right required role,,,
Digital Solutions Team - Internship,FedEx Express AMEA,Kuala Lumpur,undisclosed,15d ago,19/5/2024,https://www.jobstreet.com.my/job/75598768?type=standard&ref=search-standalone&origin=cardTitle#sol=2deb5d33eeb2f0ee5bf4925a28603544c35b8c0c,contribute success fedex internship program provides fresh incumbent opportunity learn develop professional talent towards future career path work directly people operation team assist daytoday operational task people operation could supporting following gain overall insight handson experience various aspect ie human resource business partner hrbp talent management employee experience engagement recruitment providing support task assigned support carrying recruitmentrelated research market intelligence collateral tool collaborate various cross functional team stakeholder execute deliver subject matter related people operation generally performing relevant support activity required highly diligent passionate people development people management people success great opportunity build foundation functional area take undergraduate degree student business adminit cgpa literate digital application including microsoft word excel power point people oriented hr people key asset employee experience key kpi task fun every job must done there element fun mary poppins fedex express believe connected world better world connect people possibility diverse portfolio transportation ecommerce business solution today network reach country territory linking percent world gdp fedex consistently recognized one admired brand world one best place work people foundation success key future fedex diverse world serve leverage diverse talent experience idea responsive customer challenge spark creative solution adapt change fedex equal opportunity affirmative action employer minoritiesfemalesdisabilityveterans committed diverse workforce expect fedex team member career mobility development join fedex youre joining team possibility literally span worldfrom opportunity advancement location transfer training leadership program total compensation benefit package want keep employee long time offer competitive benefit opportunity flexible work arrangement program support wellbeing,,,
Full Stack Intern Developer,AGTIV Consulting Sdn Bhd,Kuala Lumpur,RM 700 – RM 900 per month,15d ago,19/5/2024,https://www.jobstreet.com.my/job/75584066?type=standout&ref=search-standalone&origin=cardTitle#sol=a0c90430bea63cf62d5803a1598f9a62feec408c,job highlightsguidance senior guarantee youll level upreal working experience solving real project challenge guarantee youll build cvpotentially get hired end internship program come join u full stack intern developer business analyst intern want gain real project exposure service industry working real customer bank insurance oil gas industry solving real problem challenge come join usif want opportunity learn best senior industry lead cajole inspire drive learn level come join ussince worked intern hired went build successful career check review agtivs internship program httpswwwjobstreetcommyencompaniesagtivconsulting webmobile developer internweb development aspnet mvc blazoropportunity develop mobile application xamarin flutteropportunity develop microsoft cloud technology azure office etc business analyst internparticipate user requirement workshop drafting user story conducting user interviewsconduct run testing training workshop virtually requirementspursuing relevant degree program internship role opportunitieswork real tech project guidance senior guarantee level skillsbuild cv real experience knowledge opening door future careerworking home notice apply nowresumestart end date internshipavailability hired permanent,https://www.jobstreet.com.my/companies/agtiv-consulting-168558983589896/reviews?jobId=75584066,4.7,38.0
Internship For App Developer,APPPAY SDN. BHD.,Puchong,"RM 700 – RM 1,000 per month",16d ago,19/5/2024,https://www.jobstreet.com.my/job/75578872?type=standard&ref=search-standalone&origin=cardTitle#sol=c6ca3254c63a4b92098748750478514d78541462,requirementscandidate must pursuing posse least professional certificate advanced higher graduate diploma degree advanced degreepositive attitude passionate collaborative teamwork excel interpersonal skillsexcellent written verbal communication skillsadaptable change able pivot find alternate solution demonstrated capability meeting new challengesgood problem solving skill able navigate unexpected situation conditionscritical observerthinker bringing fresh perspective offer intuitive solution ideashave great design sense mobileweb uiuxhave strong passion knowledge mobile application technology responsibilityhighly committed project meeting project timeline regardless circumstance arisemust collaborate project team deliver project deliverable documentation debugging ensure quality delivery company standardmust resourceful able research uptodate better solution program development tasksable work independently willing take responsibility specific project task assignedable work team brainstorm contribute idea knowledge continuously,,,
Internship,Talent Corporation Malaysia Berhad,Mutiara Damansara,undisclosed,16d ago,19/5/2024,https://www.jobstreet.com.my/job/75575457?type=standout&ref=search-standalone&origin=cardTitle#sol=d16a4b56fa30fe944453ec2cc0c57fc9ce5b9a7d,talentcorp looking intern following area program managementmanagementstatisticsmathematicsenglish literatureeconomics internship detailsperiod may december working hour monday friday pm,https://www.jobstreet.com.my/companies/talent-corporation-malaysia-berhad-168551535836086/reviews?jobId=75575457,3.8,13.0
Software Engineer - Intern,N2N,Bangsar South,undisclosed,16d ago,19/5/2024,https://www.jobstreet.com.my/job/75590368?type=standard&ref=search-standalone&origin=cardTitle#sol=dae4bcd289c98dcdefa4ff52a7df86c97c5a1299,job responsibilitiesbasic overview industrial landscapeacquire depth knowledge regard technological bb software developmenthands training full cycle software development life cyclesdlcjob requirementscurrently pursuing bachelor degree information technologysoftware engineering equivalenthave good communication interpersonal skillsmust proactive take initiative willing take responsibilitiesgood english language proficiencyinterested applyclick link submit applicationhttpsformsgleyanzrjhaccazjasummary role requirementsflexible hour available year relevant work experience required roleworking right required roleexpected salary rm rm per month,https://www.jobstreet.com.my/companies/n2n-connect-168558478253068/reviews?jobId=75590368,3.0,21.0
Intern - HR/ Finance/ IT,NEC Corporation of Malaysia Sdn. Bhd.,Kuala Lumpur,undisclosed,16d ago,19/5/2024,https://www.jobstreet.com.my/job/75574142?type=standard&ref=search-standalone&origin=cardTitle#sol=cdb5bd61a7ecfb4c186c6f884329278e6ae6ada2,internship descriptionnec welcoming student looking internship whether programing business analysis accounting human resourcethe intern gain exciting realworld ict experience global companywe frequently work small team solve problem explore new technology learn one another ideal intern environment enthusiastic collaborativerequirementscurrently pursuing bachelor degree fieldability work teamsadequate microsoft word excel powerpoint skillsbenefitsfresh graduate encouraged apply opportunity confirmed permanent staff performing internpractical experience wide variety taskscollaborating handinhand skilled team membersshadowing mentoring training opportunity seasoned professionalsopportunity participate networking event company meetingscompensation available,https://www.jobstreet.com.my/companies/nec-168554098575243/reviews?jobId=75574142,3.7,34.0
Computer Science,Tenby International School Tropicana Aman,Teluk Panglima Garang,undisclosed,16d ago,19/5/2024,https://www.jobstreet.com.my/job/74476594?type=standout&ref=search-standalone&origin=cardTitle#sol=d3f2bf8bd314247506bdd4c2332424cd55080775,opportunity malaysia awaits established tenby school group part british owned international school partnership operates international private school peninsula malaysia currently tropicana aman setia eco park penang ipoh johor bahru semenyih campus international school primary secondary student campus ipoh penang setia eco park johor bahru also provide private school following malaysian curriculum tenby international school tropicana amans campus newest tenby school group opened door september new modern contemporary campus green concept healthy lifestyle community housing development area designed inception meet educational need st century learner lush spacious conducive environment within vicinity kota kemuning selangorthe primary school key stage follows international primary curriculum ipc using thematic approach teaching learning activity secondary school key stage national curriculum england taught lead cambridge international general certificate secondary education igcse september first cohort begin igcse course candidate invited apply position computer science teacher school located tropicana aman near kota kemuning selangor situated klang valley near kuala lumpur approach individual strive every student stretch beyond potential reflect vision united world peace education role expectation uphold school vision mission core value lead plan teach computer science across primary secondary section school igcse posse excellent knowledge experience assessment tracking inform student progress including use standardised test learning core everything deliver insettraining staff part cpd programme assist school developing greater impact learning practicesto assist school creating opportunity student beyond classroom sound knowledge practice national curriculum england curriculum development current educational thinking knowledge international primary curriculum would advantage able manage budget effectively excellent practitioner willing learnto posse growth mindset embrace changeto able leadto selfstarter team player contribute wider school community qualification candidate must degree qts equivalent relevant teaching experience particularly studentcentred learning environment committed developing creative articulate learner deeprooted desire help every student reach full potential would delighted hear information tenby school available website wwwtenbyedumy return offer culture trust contribution recognised respected passionate positive motivated team professional put child heart every decision embedded whole trust commitment professional development commitment serving others peer network likeminded teacher adult real commitment worklife balance remember human being first educator second great employee benefit package benefit twoyear contract option renew end benefit include competitive salary generous contribution employee provident fund epf medical insurance cover overseas allowance relocation allowance fee reduction child employee flight shipping allowance beginning end contract opportunity live work culturally diverse country also leadership opportunity available suitable candidate within school within organization safer recruitment school committed safeguarding promoting welfare child young people expects staff volunteer share commitment post holder subject appropriate vetting procedure satisfactory criminal background check equivalent covering previous year employment history isp leadership competency consistently demonstrate rolemodel isp leadership competency collaboration take active part leading school region cooperative genuine team player developing positive supportive relationship colleague solve problem maximise opportunitieslearning getting better continually demonstrates personal commitment passion learning getting better using evidence feedback supporting others continual learning development growthinnovation leadership good creating environment idea learning initiative service generated able motivate inspire others process creation completionoutcome driven counted find solution consistently looking exceed goal focused kpisresilience deal setback challenge calmly effectivelycommunity focus committed meeting exceeding need expectation student familiesintegrity ethical management ability work ethically integrity help others feel valued upholds model isp vision purpose principlesleading inspiring others support encourages inspires student colleague team give bestunderstanding people good judge talent objectively articulate strength motivation people inside outside organisationinfluencing communication consistently informs influence inspires student parent colleague timely effective communicationagile responds adapts changing circumstance manages solves problem providing solution climate ambiguitystrategic commercial financial awareness ability apply understanding business industry improve effectiveness profitabilityplanning decision making make decision best course action plan organises prioritises balance resource achieve desired outcomediversity equity sensitivity awareness skill understand value behaviour attitude practice across culture support child adult learn work effectively isp commitment safeguarding principlesisp committed safeguarding promoting welfare child young people expects staff volunteer share commitmentall post holder subject appropriate vetting procedure including online due diligence search reference satisfactory criminal background check equivalent covering previous year employment history isp commitment diversity equity inclusion belongingisp committed strengthening inclusive culture identifying hiring developing retaining highperforming teammate regardless gender ethnicity sexual orientation gender expression age disability status neurodivergence socioeconomic background demographic characteristic candidate share vision principle interested contributing success isp role strongly encouraged apply apply closing date th april although interested candidate strongly encouraged submit application soon possible interview may arranged deadline candidate invited send letter application hrttatenbyedumy please visit website find school httpstenbyedumytropicanaaman,https://www.jobstreet.com.my/companies/tenby-schools-168553234985267/reviews?jobId=74476594,3.5,31.0
Videographer (Intern),Gaia Eats Sdn Bhd,Taman Desa,"RM 1,000 per month",16d ago,19/5/2024,https://www.jobstreet.com.my/job/75560544?type=standout&ref=search-standalone&origin=cardTitle#sol=2316ed1338524c54031a1c0accdde01f12136d5f,videographer intern position videographer internduration monthscompensation rmmonthwork location taman desa kuala lumpurlanguage requirement must able read write mandarinwe seeking creative talented videographer intern join dynamic team leading plantbased innovation company internship excellent opportunity individual eager develop skill medium production focus creating social medium content advertisement branding materialsresponsibilitiessupport overall medium production including photography videography video editing medium production social medium marketing purposescollaborate closely team plan execute video shoot ensuring thematic consistency style visual contentedit footage produce compelling engaging video tailored audience integrating animation effect enhance visual storytellinghandle postproduction task videoaudio editing color grading motion design refine final outputscontribute creative idea video content strategy align branding promotional goal perksmeals provided work hoursa chance fulltime employment based outstanding performance internship,,,
Internship - IT (Software Development),SWM Environment Sdn Bhd,Taman Tun Dr Ismail,undisclosed,16d ago,19/5/2024,https://www.jobstreet.com.my/job/75558472?type=standard&ref=search-standalone&origin=cardTitle#sol=d65887ac52b2840931eaf0a15a1afd10d98115d9,assist developer frontend backend developmentassist designing developing enterprise management system em inventory modulesassist reviewing updating user requirement specification ur documentassist settingup testing new database data handling systemsassist ad hoc software development project whenever requiredjob requirementsstudents must posse currently pursuing diploma bachelor degree software engineering computer science relevant study gpa cgpa least abovestudents passion software developmentexposure php laravel added advantageinternship period must least three month placement available starting may working hour ampm monday fridayfive minute walking distance mrt ttdi office,https://www.jobstreet.com.my/companies/swm-environment-168557858722279/reviews?jobId=75558472,3.8,36.0
Internship for Information Technology - RM1500/month,Safetyware Group Berhad,Bukit Minyak,"RM 1,500 – RM 1,501 per month",16d ago,19/5/2024,https://www.jobstreet.com.my/job/75553323?type=standout&ref=search-standalone&origin=cardTitle#sol=6700c4cdd99b76a410dbfe6088be1c8801cb9cb4,job descriptionassist development maintenance backend service apiscollaborate team integrate backend service rd party platformparticipate troubleshooting debugging backend issue providing timely resolutionssupport improvement codebase writing clean maintainable efficient codeengage database management task including schema design data migration performance tuningcontribute development automated script improve operational efficiencyparticipate code review learn best practice maintain code qualityassist creation maintenance technical documentationengage continuous learning training stay current industry trend best practice job requirementcurrently pursuing recently completed degree computer science information technology related fieldbasic knowledge programming language java php javascriptunderstanding database technology sql data modeling principlesstrong problemsolving skill attention detailexcellent communication collaboration skillseagerness learn take new challenge fastpaced environment,https://www.jobstreet.com.my/companies/safetyware-group-168550740853918/reviews?jobId=75553323,4.5,10.0
IT Support Internship,ZENY IT SDN BHD,Selangor,undisclosed,17d ago,19/5/2024,https://www.jobstreet.com.my/job/75556054?type=standard&ref=search-standalone&origin=cardTitle#sol=5c0a297207ab67efcb39b70a61d96cd81cb677e9,job highlightscareer growth development opportunitypositive working environmentinnovative openminded culturenearby public transportation lrt asia jayafresh graduate highly recommended applytraining provided job descriptionsupport team maintaining hardware software systemsassist troubleshooting issue provide technical supportorganize maintain resourcelend support area cybersecurity programming analytics data center managementbe involved assist projectssupport new technology trend research activity needed requirementqualificationspossesses bachelor degree equivalent computer science information technology management information system data science business intelligence relevant fieldsstrong verbal written communicationexcellent analytical problemsolving skillsability work well teamsstrong work ethic attention detailpassion new technologiessummary role requirementsflexible hour availableno experience required roleworking right required roleexpected salary rm rm per month,,,
IT Internship,PROQUAZ SDN BHD,Putrajaya,undisclosed,18d ago,19/5/2024,https://www.jobstreet.com.my/job/75531584?type=standard&ref=search-standalone&origin=cardTitle#sol=519e420aa7e545a01b2623e21fcc521d53330744,description main responsibility related support task clearly run operation company write copy product reflecting key message feature benefit supporting event planning organization execution keep maintain website date necessary leading effort improve process assist technical part include event company technical problem adhoc task required management requirement bachelor degree related field companywith clear vision mission develop young leader cic enrichment centre also known cic leader born grown become world class educational institution offer playschool preschool afterschool programme child aged year old cic established branch throughout malaysia become reliable trusted brand muslim family cic aim educate young learner highest academic standard safe enjoyable dynamic environment balance islamic teaching value enable child develop highest potential intellectual emotional spiritual capability,https://www.jobstreet.com.my/companies/proquaz-168557602931004/reviews?jobId=75531584,3.0,3.0
Internship for computer science students,OTC TRAINING CENTRE SDN. BHD.,Gelugor,undisclosed,18d ago,19/5/2024,https://www.jobstreet.com.my/job/75519938?type=standard&ref=search-standalone&origin=cardTitle#sol=b47685a7df6d0edd89b4f1d4bc2821b7761a1cdd,responsibility monitor maintain regular record office administrative operation report search engine optimization task website designmodification maintenance tasksadditional information full training provided applicant must willing work gelugor penang day work per weekwe performanceoriented ready offer attractive remuneration package commensurate qualification experienceinterested applicant may send application email together latest resume stating detail experience qualification together recent photo contact number mobiletelephone northernaotccommy call james regret shortlisted candidate notified,,,
IT Service Management Intern  (start from Aug/Sep),Advanced Micro Devices Global Services (M) Sdn. Bhd.,Bayan Lepas,undisclosed,18d ago,19/5/2024,https://www.jobstreet.com.my/job/75517385?type=standout&ref=search-standalone&origin=cardTitle#sol=26c46182d024fdaf4dc0e917b44fe07f6e451f87,roleheshe part penang service management team team responsible area change management cm asset management application portfolio management apm role primarily facilitates task activity related operation enforcement upkeep process maintaining process flow documentation associated reporting may include adhoc itrelated activity necessary personwillingness learn new knowledge skillsets open new way working fast learner positive attitude mentality key responsibilitieschange management assist documentation task preparation report proactively monitor change request requiring attention producing training material video formatasset management assist documentation current new process support basic asset management tasksapplication portfolio management consolidate available documentation resource single reference point assist daily task registering business application updating server mappingsassisting execution project activity necessaryopen research learn new technology like ai providing recommendation improvement area gap challenge seen preferred experiencepassion processvery organized structuredgood follow skillsability work presentation slidesability work data via intermediate excel skillsskills producing video learning material based presentation slidesbasic knowledge itil principle advantageousvisio process flow documentation skill advantageous ability communicate collaborate others inperson virtually across region academic credentialsdegree diploma information system computer science similar field locationpenang malaysia,https://www.jobstreet.com.my/companies/amd-168537735047763/reviews?jobId=75517385,4.8,4.0
Internship for Engineering / Computer Science Students,ViTrox Corporation Bhd / ViE Technologies Sdn Bhd,Penang,"RM 1,100 – RM 1,300 per month",18d ago,19/5/2024,https://www.jobstreet.com.my/job/75512232?type=standout&ref=search-standalone&origin=cardTitle#sol=99c161eda4d63c3de20c1a907c5cef2c402e571a,vitrox penangbased design manufacturing company put today imperative digital transformation compassionate innovation heart brand turn best machine vision technology trusted solution semiconductor manufacturerswere looking individual eager embark challenging rewarding internship journey u throughout internship youll opportunity explore various area including limited rd softwareassist submodule developmentassist root cause analysis using debugging tool statistical tool etchandson learning programming language c c python java net qt etc rd mechanicalassist hardware designinvolve root cause analysis troubleshootingexposure product design development rd electrical electronicsexposure control design npi product firmware design developmentassist electrical standard part selection wiring program technical design documentation productsinvolve plc c programming debugging circuit design prototype testing software testdesign carry test casesassist updating test recordcreate maintain user manual application note technical supportassist system setup maintenance troubleshooting system buyoffprovide customer service supportfollow customer service status information technology ittroubleshoot computer hardwareassist small application project submodule developmentassist daily operation visit httpsvitroxcomcareersjobsinternshipprogrammephp requirementspossess currently pursuing phd master degree advanced diploma diploma engineering related computer science information technology equivalentgood problemsolving skill selfmotivatedwillingness go extra mile today talent tomorrow success inspired challenged great,,,
INTERNSHIP- OPERATION DEPARTMENT,Camwell Sdn Bhd,Johor Bahru,"RM 1,100 – RM 1,500 per month",19d ago,19/5/2024,https://www.jobstreet.com.my/job/75499066?type=standout&ref=search-standalone&origin=cardTitle#sol=8f7ceb4615d90f3378f76a1fbfe5b67e55e5ce23,candidate must posse least diploma advancedhighergraduate diploma bachelor degree post graduate diploma professional degree engineering electricalelectronic engineering industrial engineering mechanical engineering others engineering mechatronicelectromechanical equivalent work experience required required skill m office m powerpoint required language bahasa malaysia english job type fulltime internship allowance rm rm per month based education background cgpa result contract length month quarter quarter working day monday friday fulltime internship position available kindly state internship period attach university letter education transcript certificate full resume application selection purpose thank,,,
