JobTitle,company,location,salary,date_posted,ExtractDate,job_url,summary,review_url,overall_rating,num_ratings
Internship of Information Technology Students,Grant Thornton Malaysia PLT,Johor Bahru,"RM 1,500 – RM 2,200 per month",5d ago,29/5/2024,https://www.jobstreet.com.my/job/76090773?type=standard&ref=search-standalone&origin=cardTitle#sol=3f8de01aed2cbb2c9a76ba4199b4578988bac8bd,"grant thornton plt is a leading audit firm dedicated to providing top-notch financial services to our diverse clientele. we pride ourselves on our professional integrity, innovation, and excellence in customer service. we are currently seeking a motivated and talented it intern to join our dynamic team and assist in supporting our it infrastructure and services.key responsibilities:technical support:provide technical support to staff for hardware, software, and network issues.troubleshoot and resolve technical problems related to desktop computers, printers, phones, and other technology equipment.network and systems maintenance:assist in maintaining and monitoring the firm's network infrastructure.perform routine maintenance and updates on computers and servers.software management:help with the installation, configuration, and updating of software applications.support the implementation and integration of accounting software and other business applications.data management:assist with data backups and ensure data integrity.support data entry and management tasks as needed.security:help monitor the firm’s it security protocols to protect against unauthorized access, malware, and other security threats.assist in implementing security measures and updating antivirus software.project assistance:support it-related projects, including system upgrades and new technology implementations.collaborate with the it team on various projects to improve it services and infrastructure.qualifications:educational background:currently enrolled in or recently graduated from a degree program in information technology, computer science, or a related field.technical skills:basic knowledge of networking, hardware, and software troubleshooting.familiarity with windows and/or mac os.understanding of basic cybersecurity principles.experience with microsoft office suite and common software applications.soft skills:strong problem-solving abilities and attention to detail.excellent communication and interpersonal skills.ability to work both independently and as part of a team.strong organizational skills and ability to manage multiple tasks.what we offer:an opportunity to gain real-world experience similar to a graduate-level role in a leading audit firm.a supportive and collaborative work environment.opportunity to apply theory learned in a professional environmentcompany informationregistration no.af0307",https://www.jobstreet.com.my/companies/grant-thornton-168544600834136/reviews?jobId=76090773,4.1,23
Internship - IT System & Support Engineer,Softinn Solutions Sdn. Bhd.,Ayer Keroh,undisclosed,5d ago,29/5/2024,https://www.jobstreet.com.my/job/76089003?type=standard&ref=search-standalone&origin=cardTitle#sol=8b9d15aa081528e123353e8588d67086dd01abbf,"softinn is a hotel technology company.our mission is to make hotelier's work easier. we intend to achieve that through next-generation hotel management software, digital solutions and hotel kiosk. here's a one-minute video about our products.we're selling to forward-looking hoteliers in south east asia. most of our customers are in malaysia, and some are from the philippines, indonesia and thailand.softinn builds business software, kiosk and e-commerce solution for hotels. hoteliers use our products to run their businesses and operation. on average, 200 users interact with our products per minute.our internship for it system & support engineer is meant for those who have good knowledge of mathematical analysis, computer science, and engineering. it is meant for you if you would like to pursue an it system support engineer as a career.this position is suitable for students who are studying computer science. job responsibility:provide technical assistance to clients for products & services offered by softinn.provide guidance to clients for products & services offered by softinn.troubleshoot errors related to softinn's system. work with the product team and the customers in solving bugs.answer and reply to clients on technical-related issues via email, whatsapp, live chat, and phone call.assist in system setup and configuration for a new or potential client.assist in uat (user-acceptance testing) before a new product release.job requirements:currently pursuing a diploma or bachelor's in information technology or a related technical field.good understanding of cloud-based software products and strong logical thinking.reasonable foundation in algorithms and analytical skills.proficient in english, written and spoken.ability to communicate clearly with team members.the minimum internship duration is 3 months, preferably more than 4 months. not mandatory but bonus if:excellent implementation skillsyou have knowledge about cloud base web applicationyou have knowledge about kiosk engineering report to work options:melaka you should join if you:want to pursue it system support engineer as a career.a strong believer that a better product helps improve efficiency and bring smiles to all stakeholdersnot afraid on asking questionsnot afraid to find solutions on your own or to seek help from others.not afraid to face the challengelooking for a more casual working culture you should not join if you:not comfortable dealing with customers.don't enjoy solving customers' problems and being helpful.plan to pursue pure programming as a career. internship allowance:new intern to softinn: rm500 per monthalumni intern to softinn: rm 600 - rm 800 per month intern benefits:monthly outingsfree flow of snacks additional perks for your role:pluralsight subscriptionhubspot crm licenses (marketing hub pro)hubspot crm certification (certificate with your name on if you pass the test)summary of role requirements:looking for candidates available to work:monday: morning, afternoontuesday: morning, afternoonwednesday: morning, afternoonthursday: morning, afternoonfriday: morning, afternoonno experience required for this roleworking rights required for this role",https://www.jobstreet.com.my/companies/softinn-168552588133058/reviews?jobId=76089003,4.7,25
Internship - Website Developer & Product Marketing,Softinn Solutions Sdn. Bhd.,Ayer Keroh,undisclosed,5d ago,29/5/2024,https://www.jobstreet.com.my/job/76088803?type=standard&ref=search-standalone&origin=cardTitle#sol=d985c9e8af50a717fba016b0b1a8428474c4571c,"softinn is a hotel technology company. our mission is to make hotelier's work easier. we intend to achieve that through next-generation hotel management software, digital solutions and hotel kiosk. here's a one-minute video about our products.we're selling to forward-looking hoteliers in south east asia. most of our customers are in malaysia, and some are from the philippines, indonesia and thailand.softinn builds business software, kiosk and e-commerce solution for hotels. hoteliers use our products to run their businesses and operation. on average, 200 users interact with our products per minute.our internship for website developer & product marketing is meant for those with basic html programming skills who want to pursue a career in web design or digital marketing.this position is suitable for students who are studying computer science. job responsibility:create and maintain softinn's official website.design, implement, and iterate on webpages (homepage, landing pages, etc.) that are seo friendly.collaborate with our marketing and design team.brainstorm and implement technical digital marketing strategies.implement digital marketing campaigns (e.g. landing pages, seo, ads tracking, etc).job requirements:currently pursuing a diploma or bachelor's in information technology or a related technical fieldgood understanding of html, javascript, and cssreasonable foundation in algorithms and analytical skillsproficient in english, written and spokenability to communicate clearly with team membersthe minimum internship duration is 3 months, preferably more than 4 months not mandatory, but bonus if:familiar with figma, google analytics, and canva.you have experience creating beautiful websitesunderstand digital marketing report to work options:melakawork remotely you should join if you:enjoy building a website that sells.a strong believer that a better product helps improve efficiency and bring smiles to hoteliers.not afraid to ask questions.not afraid to find solutions on your own or to seek help from others.looking for a more casual working culture you should not join if you:plan not to learn about google analytics and seo.plan to pursue pure programming as a career. we have another internship for those who prefer pure programming (without the need to learn digital marketing and design). internship allowance:new intern to softinn: rm500 per monthalumni intern to softinn: rm 600 - rm 800 per month intern benefits:monthly outingsfree flow of snacks additional perks for your role:pluralsight subscriptionhubspot crm licenses (marketing hub pro)hubspot crm and hubl programming certification (certificate with your name on if you pass the test) notes:any contributions to our open-source initiative are one of the best ways to get our attention.summary of role requirements:looking for candidates available to work:monday: morning, afternoontuesday: morning, afternoonwednesday: morning, afternoonthursday: morning, afternoonfriday: morning, afternoonno experience required for this roleworking rights required for this role",https://www.jobstreet.com.my/companies/softinn-168552588133058/reviews?jobId=76088803,4.7,25
Internship - Backend Programming,Softinn Solutions Sdn. Bhd.,Ayer Keroh,undisclosed,5d ago,29/5/2024,https://www.jobstreet.com.my/job/76088767?type=standard&ref=search-standalone&origin=cardTitle#sol=f84638c355d651d2636f99f49d7e933989df2082,"softinn is a hotel technology company.our mission is to make hotelier's work easier. we intend to achieve that through next-generation hotel management software, digital solutions and hotel kiosk. here's a one-minute video about our products.we're selling to forward-looking hoteliers in south east asia. most of our customers are in malaysia, and some are from the philippines, indonesia and thailand.softinn builds e-commerce solutions and business productivity tools for hotels. we develop on .net technology stack and opensource front-end libraries (more information can be found on builtwith).our internship for programmer program is meant for those who have passion in programming and want to pursue programming as a career.the coding world is divided into two; those who understand and enjoy binary, and those who don’t.01010011 01101111 01100110 01110100 01101001 01101110 01101110 00100000 01010011 01101111 01101100 01110101 01110100 01101001 01101111 01101110 01110011if you are the former, then join us and make a difference.job responsibilities:work with the product team to develop websites and web applications.be involved in feature development and maintenance of our products.create features/modules to support core systems.learn modern web technologies.understand the concept of cloud solutions.job requirements:currently pursuing a diploma or degree in information technology or equivalent.reasonable programming skills and understanding of algorithms.ability to code in c/c++/java.knowledge of object oriented programming.ability to communicate clearly and effectively with team members.ability to work in a team environment.the minimum internship duration is 3 months, preferably more than 4 months. we will not accept applications for an internship period that is less than 3 months.in general, the skill sets we typically tell people that we want from them are:codingplanningplaying not mandatory, but bonus if you have:strong programming skills in c# and javascriptexperience in web development work locations:melakawork remotelysummary of role requirements:looking for candidates available to work:monday: morning, afternoontuesday: morning, afternoonwednesday: morning, afternoonthursday: morning, afternoonfriday: morning, afternoonno experience required for this roleworking rights required for this role",https://www.jobstreet.com.my/companies/softinn-168552588133058/reviews?jobId=76088767,4.7,25
Internship - Frontend Programming,Softinn Solutions Sdn. Bhd.,Ayer Keroh,undisclosed,5d ago,29/5/2024,https://www.jobstreet.com.my/job/76088754?type=standard&ref=search-standalone&origin=cardTitle#sol=bc58bb625d90876ecf64d615b886e1b868a62465,"softinn is a hotel technology company.our mission is to make hotelier's work easier. we intend to achieve that through next-generation hotel management software, digital solutions and hotel kiosk. here's a one-minute video about our products.we're selling to forward-looking hoteliers in south east asia. most of our customers are in malaysia, and some are from the philippines, indonesia and thailand.softinn builds e-commerce solutions and business productivity tools for hotels. we develop on .net technology stack and opensource front-end libraries (more information can be found on builtwith).our internship for programmer program is meant for those who have passion in programming and want to pursue programming as a career.the coding world is divided into two; those who understand and enjoy binary, and those who don’t.01010011 01101111 01100110 01110100 01101001 01101110 01101110 00100000 01010011 01101111 01101100 01110101 01110100 01101001 01101111 01101110 01110011if you are the former, then join us and make a difference.job responsibilities:work with the product team to develop websites and web applications.be involved in front-end feature development and improvements of user experience.learn concepts of ui/ux development.understand the concept of cloud solutions.job requirements:currently pursuing a diploma or degree in information technology or equivalent.basic programming skills.ability to code in java or equivalent.ability to communicate clearly and effectively with team members.ability to work in a team environment.the minimum internship duration is 3 months, preferably more than 4 months. we will not accept applications for an internship period that is less than 3 months.in general, the skill sets we typically tell people that we want from them are:codingplanningplaying not mandatory, but bonus if you have:experience in html/cssknowledge of front-end frameworks such as angular, and reactjs.experience in web development work locations:melakawork remotelysummary of role requirements:looking for candidates available to work:monday: morning, afternoontuesday: morning, afternoonwednesday: morning, afternoonthursday: morning, afternoonfriday: morning, afternoonno experience required for this roleworking rights required for this role",https://www.jobstreet.com.my/companies/softinn-168552588133058/reviews?jobId=76088754,4.7,25
Intern - Data Science,Sunway Property,Bandar Sunway,undisclosed,5d ago,29/5/2024,https://www.jobstreet.com.my/job/76080706?type=standout&ref=search-standalone&origin=cardTitle#sol=2b4e01568bcce113b5a2682faa52093161a9f3f6,"your role in briefjoin us as a data science intern, where you'll merge data science with quality, environmental, safety & health initiatives in property development and construction. dive into datasets, create impactful visualizations using autodesk tools, collaborate across teams, and document insights for a lasting impact. if you're passionate about shaping a sustainable future through data-driven solutions, this internship is your gateway to making a meaningful difference. what's your job scope like?work with property development and construction-related datasets in regards to quality, environmental, safety & health.digitalize existing processes in regards to quality, environmental, safety & health standards of the company.conduct exploratory data analysis to uncover insights and patterns through data visualisation.create compiling and informative data visualizations using powerbi to communicate findings effectively.create dashboards which are able to effectively monitor project's data.work closely with cross-functional teams to build and communicate usage of the dashboards.document code, methodologies, and results to allow continuity of work. who are we looking for?candidates from data science background.ability to process and analyse large volume of data and information. possess an excellent command of the english language (written & oral), strong communication, negotiation, and analytical skills.critical thinking - able to use logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions or approaches to problems.familiarisation with microsoft power bi and microsoft excel is an added advantage. note: this job scope is provided as a general guideline. specific tasks and responsibilities may vary based on the needs of sunway property and the ongoing projects during the internship period.",https://www.jobstreet.com.my/companies/sunway-berhad-168552171280747/reviews?jobId=76080706,4,81
Graphic Design Internship (IT),ASUSTek Computer Malaysia Sdn Bhd,Kuala Lumpur,undisclosed,5d ago,29/5/2024,https://www.jobstreet.com.my/job/76079605?type=standout&ref=search-standalone&origin=cardTitle#sol=929f065b8adf8aced5c07c0b10b44740d21e93de,"responsibilities:handle all aspects of website design, development, management, and maintenance or troubleshooting.to assist and design marketing materials, i.e. website e-brochure, banners, posm, dealer’s shop wallpapers, and event launching design.support marketing team in special projects and other duties as required.requirements:full-time students attending 2nd/3rd/final year undergraduate/postgraduate in creative multimedia, multimedia design, advertising, information technologies, or equivalent with an accredited university/college.internship must be part of the university/college’s academic requirement.required language(s): bahasa malaysia, english, mandarin.",https://www.jobstreet.com.my/companies/asus-168557460638291/reviews?jobId=76079605,3.8,17
Internship for Computer / IT,OTC TRAINING CENTRE SDN. BHD.,Gelugor,undisclosed,6d ago,29/5/2024,https://www.jobstreet.com.my/job/76070822?type=standard&ref=search-standalone&origin=cardTitle#sol=2f6c85943a7885872be5152d93510a59ef4ced12,"requirements•willing to learn and to take challenges.• hardworking and flexible to task given • required language(s): bahasa malaysia and english• required computing knowledge: ms excel, ms power point, ms wordresponsibilityto monitor and maintain regular records of all office administrative operation reportto manage administrative functions such as participant registration, coordination and administration related mattersconduct market research such get the feedback from the participants about the programsprovide support on the administration functions such as data analysis and submission of reports on timebenefitsfully training provided.summary of role requirements:flexible hours availableno experience required for this roleworking rights required for this role",,,
IT INTERNSHIP,Ajiya Berhad,Puchong,undisclosed,7d ago,29/5/2024,https://www.jobstreet.com.my/job/76041129?type=standout&ref=search-standalone&origin=cardTitle#sol=0b9edfd3a2ae67220e3db72195292f18d1b73d1f,"about usajiya berhad (“ajiya”) and its group of companies (“the group”) started as a metal roll forming company in 1990 using the brand name “ajiya”. in 1996, the group ventured into production of high value-added safety glass products. ajiya products cater to a wide variety of users, from industrial commercial buildings to common residential houses.

qualifications & experiencedegree in information technology/computer science.tasks & responsibilitiesunderstand ajiya network framework, eg domain and tcpip, proxy and mail services, voip services, smi link & vpn services, antivirus protection.
understand the importance of data backup & restoration.learn how to install, configure and troubleshoot software programs as well hardware.understand ajiya ict infrastructure.understand the importance of managing ict assets eg. software & hardware inventory, fixed asset, pc cleanliness, erp support & documentation assistance.
•	sap business one support & documentation assistance
benefitslunch subsidyfriendly working environment",https://www.jobstreet.com.my/companies/ajiya-berhad-168551871187223/reviews?jobId=76041129,2.3,3
Summer Internship - Planner,MICRON MEMORY MALAYSIA SDN. BHD.,Batu Kawan,undisclosed,7d ago,29/5/2024,https://www.jobstreet.com.my/job/76045900?type=standard&ref=search-standalone&origin=cardTitle#sol=f910f7de5f3da3c163d041d8584439d482288c6a,"our vision is to transform how the world uses information to enrich life for all. 
micron technology is a world leader in innovating memory and storage solutions that accelerate the transformation of information into intelligence, inspiring the world to learn, communicate and advance faster than ever.
jr54598 summer internship - planner
project title:
inventory management & po closure
description:
work with manufacturing team to control & monitor inventory to reduce aging & open po.
scope:
·       assist production to monitor & control inventory
·       work with engineering & qa team to release hold and move the inventory.
·       consolidate the products qual data.
.       monitor po teco kpi & inventory kpi
·       measure the otd (on time delivery) for each shipment as per target delivery date.
deliverables: 
·       each kpi need to meet target in tableau
·       data integrity and report readiness. 
stretched goal: 
·       recommend to handle a hvm products, inventory management & po closure kpi
about micron technology, inc.
we are an industry leader in innovative memory and storage solutions transforming how the world uses information to enrich life for all. with a relentless focus on our customers, technology leadership, and manufacturing and operational excellence, micron delivers a rich portfolio of high-performance dram, nand, and nor memory and storage products through our micron® and crucial® brands. every day, the innovations that our people create fuel the data economy, enabling advances in artificial intelligence and 5g applications that unleash opportunities — from the data center to the intelligent edge and across the client and mobile user experience.
to learn more, please visit micron.com/careers
all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.
to request assistance with the application process and/or for reasonable accommodations, please contact hrsupport_my@micron.com
micron prohibits the use of child labor and complies with all applicable laws, rules, regulations, and other international and industry labor standards.
micron does not charge candidates any recruitment fees or unlawfully collect any other payment from candidates as consideration for their employment with micron.",https://www.jobstreet.com.my/companies/micron-semiconductors-168551078128068/reviews?jobId=76045900,3.8,33
Sustainability Intern,Averis Sdn Bhd,Bangsar South,undisclosed,8d ago,29/5/2024,https://www.jobstreet.com.my/job/76009880?type=standout&ref=search-standalone&origin=cardTitle#sol=07c7806b226fa8a6be52e2c447cfefe646fe1e3a,"job highlight: bangsar south, near lrt kerinchi station job responsibilities support the development, implementation and monitoring of sustainability action plans and programs to deliver company’s identified sustainability commitments.collate and analyse data to support the delivery of stakeholder engagement strategies and relevant project activities.collate and assist in the preparation of sustainability reports, project reports, presentations and other documents as assigned by superior.assist in collation and preparation of quarterly traceability data.assist in drafting response to stakeholders queries based on guidance from superior.assist to obtain relevant sustainability-related information including documentations from refineries and other internal departments based on customer queries.prepare and update internal tracker to projects stakeholder engagement section’s progress and ensure all stakeholder’s queries are replied in a timely manner. to remind superior on the datelines based on the tracker developed.work with relevant departments to manage and update sustainability information in company website.undertake other related appropriate task assigned by superior. job qualifications & skills bachelor's degree in agriculture, forestry, environmental science, sustainability or other related fieldsbasic knowledge of sustainabilitygood written and verbal communication skills in englishability to work independently and as part of a teamproficiency in microsoft office.preferably aug/sept 2024 intake. at least 3 to 6 months of internship.",https://www.jobstreet.com.my/companies/averis-168553249170002/reviews?jobId=76009880,3.1,90
Internship for Programmer,Biz Process Solutions Sdn Bhd,Butterworth,undisclosed,8d ago,29/5/2024,https://www.jobstreet.com.my/job/76004468?type=standard&ref=search-standalone&origin=cardTitle#sol=a54dbcea8b572d46c1f21e652b91e748fb58df9a,"about us: since 2009, our company has been providing customized solutions for business operations such as logistics, warehousing, automation, integration middleware, e-invoicing, and more. our clientele spans across south east asia until usjob scope:assist our full-time developer in software development-related tasks.candidates are required to possess a minimum understanding of php/mysql.familiarity with mvc frameworks such as laravel/zend will be an added advantage.opportunity to gain hands-on experience in supporting and developing various applications including saas, iot, and mobile apps for both android and ios.proficient english communication skills are a plus.several full-time position for software implementor and development are available, kindly contact us for more details, great opportunity awaits. important notes:please specify your internship period and its duration.applicants must be eligible to work in penang.",,,
IT Service Desk Intern (6 Months),Roche Services & Solutions Operations APAC,Bandar Sunway,undisclosed,8d ago,29/5/2024,https://www.jobstreet.com.my/job/76003433?type=standard&ref=search-standalone&origin=cardTitle#sol=63d97f47b306361bc33f0232d58d062f5cc838a3,"roche fosters diversity, equity and inclusion, representing the communities we serve. when dealing with healthcare on a global scale, diversity is an essential ingredient to success. we believe that inclusion is key to understanding people’s varied healthcare needs. together, we embrace individuality and share a passion for exceptional care. join roche, where every voice matters. the positionoverviewa healthier future. it’s what drives us to innovate. to continuously advance science and ensure everyone has access to the healthcare they need today and for generations to come. creating a world where we all have more time with the people we love.  that’s what makes us roche. as an it service desk intern, you will play a pivotal role in providing first-level support for incidents and requests from end users across windows, google, and apple environments. your responsibilities will encompass troubleshooting software and hardware issues, facilitating software package installations and configurations, and offering assistance with various types of hardware devices. this role operates within a highly innovative and technologically advanced environment, where sharing knowledge and actively contributing to the enhancement of it services are encouraged. key responsibilities:as the primary point of contact, you will be responsible for providing first-level support for software and hardware incidents and service requests across apple, windows, and google environments via multiple communication channels, including telephone, email, chat, self-service portal, and ticketing applications.you will contribute to knowledge-sharing initiatives by providing insights, contributing articles to the knowledge database, and delivering training sessions or facilitating forums.you will act as a liaison between end users and it teams, ensuring prompt resolution of issues and escalating complex situations as necessary.you will keep end-users informed about the status of their requests, guiding them to optimal solutions to enhance their productivity.you will adhere to a rotational shift schedule, working at least 20% on the morning or afternoon shift to support a follow-the-sun model. requirements:enrolled undergraduate students from reputable universities in relevant fields of study.demonstrated track record of consistently strong academic performance.the internship duration will be six months  who we areat roche, more than 100,000 people across 100 countries are pushing back the frontiers of healthcare. working together, we’ve become one of the world’s leading research-focused healthcare groups. our success is built on innovation, curiosity and diversity. the roche services & solutions as well as people support solutions organisations located in kuala lumpur provide end-to-end business solutions for finance, procurement, it, communications, people & culture (human resources) and beyond to our roche colleagues across the apac region. today roche employs altogether around 1100 employees in malaysia. roche is an equal opportunity employer.",https://www.jobstreet.com.my/companies/roche-168553946317737/reviews?jobId=76003433,4.1,50
Internship,MATHEVON MALAYSIA SDN. BHD.,Gelang Patah,undisclosed,8d ago,29/5/2024,https://www.jobstreet.com.my/job/75993790?type=standard&ref=search-standalone&origin=cardTitle#sol=8b3c175a0c2625dd275cd56632b05ccc11a7a42a,"we are looking for a proactive and detail-oriented health and safety intern to support our health and safety department. the successful candidate will work closely with our experienced health and safety professionals to gain hands-on experience in various aspects of occupational health and safety management. this internship offers an excellent opportunity for individuals pursuing a career in health and safety to apply their knowledge in a real-world setting and contribute to meaningful projects within the organization.key responsibilities:assist in conducting regular safety inspections and audits to identify hazards and ensure compliance with regulatory requirements and company policies.collaborate with the health and safety team to develop and implement safety training programs for employees, including topics such as hazard communication, emergency response, and personal protective equipment (ppe) usage.participate in incident investigations to analyze root causes and recommend corrective actions to prevent recurrence.support the maintenance of health and safety records and documentation, including incident reports, training records, and safety data sheets (sds).assist in the development and review of safety policies, procedures, and guidelines to promote a culture of safety within the organization.stay updated on relevant health and safety regulations and industry best practices to ensure compliance and continuous improvement.provide general administrative support to the health and safety department, including data entry, file organization, and report preparation.qualifications:currently enrolled program in occupational health and safety, environmental health, industrial hygiene, or a related field.strong interest in pursuing a career in health and safety.basic knowledge of occupational health and safety principles and regulations.excellent communication and interpersonal skills.ability to work independently and as part of a team.proficiency in microsoft office suite (word, excel, powerpoint).attention to detail and strong organizational skills.",,,
Information Technology IT Internship,BizAid Technologies Sdn. Bhd.,Kuala Lumpur,undisclosed,8d ago,29/5/2024,https://www.jobstreet.com.my/job/76003050?type=standard&ref=search-standalone&origin=cardTitle#sol=ed37ce32c302e11550d1c5e4b3aea0916d81716d,"requirements1. currently pursuing a degree / diploma in computer science, information technology, software engineering, business information system, or an equivalent field.2. proficiency in visual basic or php is required.3. familiarity with the windows application development life cycle is advantageous.4.  familiarity with crystal report, sql server, and cosec will be considered an added advantage.5.  knowledge of hardware troubleshooting, web design, jquery, php, or the codeigniter framework is also an added advantage.job description for information technology position at asian secrets:1. user support: provide support to both internal and external users, ensuring smooth and efficient it operations.2. troubleshooting: debug and troubleshoot system issues, resolving them promptly to minimize disruptions.3. application development: engage in the windows application development life cycle using technologies like visual basic, crystal report, sql server, and php.4. business intelligence: contribute to business intelligence (bi) projects aimed at data-driven decision-making.5. infrastructure maintenance: implement and maintain software and hardware infrastructure to ensure optimal it functionality.6. e-commerce implementation: play a key role in implementing e-commerce capabilities for our retail business, driving online revenue.7. information management: effectively manage and organize information resources.8. information delivery: provide relevant information to end users, ensuring it is readily accessible and valuable.benefits1. intern allowance: you'll receive an internship allowance ranging from rm600 to rm10002. performance-based monthly bonus: there's an opportunity to earn a monthly allowance of up to rm500 based on your performance.3. convenient location: our office is conveniently located just 2-3 minutes walking distance from lrt kerinchi.4. hands-on learning: we're dedicated to helping you hone your skills by providing numerous hands-on experiences through active participation in our business processes and improvement initiatives.5. career advancement: upon successful completion of your internship, we offer full-time employment with a clear career plan to guide your professional development.6. management trainee program: exceptional performers may have the opportunity to join our fast-track management trainee program, designed to groom you for a managerial role within just 3 years. benefitsallowance providedtraining providedovertime payperformance bonus5 working dayscareer advancementsummary of role requirements:flexible hours availableno experience required for this roleworking rights required for this roleexpected start date for role: 20 october 2024expected salary: rm600 - rm1,000 per month",https://www.jobstreet.com.my/companies/bizaid-technologies-168551572445972/reviews?jobId=76003050,3.3,3
Internship for IT / Computer Science Student,I Concept Solutions (M) Sdn. Bhd.,UEP Subang Jaya,RM 600 – RM 800 per month,11d ago,29/5/2024,https://www.jobstreet.com.my/job/75961827?type=standout&ref=search-standalone&origin=cardTitle#sol=bc1c2d3a763e746623bda308e4e6a4aeff0c6641,"job descriptionwe are seeking talented programmer students to join our internship programme. you'll have the opportunity to work on real-world projects, learn from experienced developers, and build your skills in programming languages such as php, html and mysql. you'll also get to collaborate with a team of developers and contribute to the development of innovative website solutions.job requirementscurrently enrolled in a degree programme in it/computer science or a related fieldat least 4-6 months internship duration is preferredbasic programming skills in php / html / mysqlpassion for technology and software developmentwillingness to learn and take on new challengesstrong problem-solving and analytical skillsgood communication and teamwork abilitieswillingness to work at our location in one city, subang",,,
IT Network & Support Internship,EBIZNESS SOFTWARE SDN. BHD.,Bandar Sri Damansara,undisclosed,11d ago,29/5/2024,https://www.jobstreet.com.my/job/75959955?type=standout&ref=search-standalone&origin=cardTitle#sol=ad39f50db2543a5ad1870dc823624e1985d15d05,"job descriptionsinstalling, configuring, troubleshooting and managing windows server, pc, hardware, os, networking, cloud, remote desktop/vpn, settings, etcperforming routine backup and understands the importance of backupassist in software and application system support as well follow up and reply to emails according to our sla (service level agreement).willing to learn, training and hands-on guidance will be providedcareer growth opportunity requirementsinternship candidates in networking or it, technical support - hardware/software  or equivalent are welcome minimum 6 months internship period as training and hands-on guidance will be provideddiploma or fresh graduate in information technology / networking / computer science or any equivalent are encouraged to apply as wellunderstands networking, server and computer setup and installation, windows server & os, dns, email, tcp/ip, etc.passion/ knowledge in areas such as cloud, vpn, desktop computing, vm, servers, web-based systems, etcgood communication and being able to work as a teambasic conversation in mandarin or cantonese is a bonus able to be based at bandar sri damansara (mrt station within 10-15mins walk)",,,
Internship - Production,Technip Energies,Iskandar Puteri,undisclosed,11d ago,29/5/2024,https://www.jobstreet.com.my/job/75962255?type=standard&ref=search-standalone&origin=cardTitle#sol=ef624791b2f90c785cb7b122530cd28a4d1a2dd3,"• assembles, tests, paints surface components following standard specifications.
• completes required test documentation including test reports, failed test reports and non-conformance reports (ncr).
• uses material handling equipment to move parts, components and subassemblies from one work or storage area to another as required.
• understand and follow all safety requirements and procedures",,,
Internship - Workplace (for Computer/IT Students),CTC Global Sdn Bhd,Petaling Jaya,undisclosed,11d ago,29/5/2024,https://www.jobstreet.com.my/job/75948300?type=standout&ref=search-standalone&origin=cardTitle#sol=4dd043f67740b9a82519a9e6977de2c9abdfc887,"important: please indicate your internship period (start & end date of internship) along with your application. minimum 3 months & above. during the internship period, you will be exposed to these areas:role & responsibilities:installation, troubleshoot and configure of pc, notebooks, printers, scanners hardware components.installation, troubleshoot and configure of microsoft window operating system and microsoft applications in the desktop and notebook.installation and troubleshoot mcafee anti-virus software, patches and hot-fixes for ms or other applications.data analysis.creation of new pc image, support ca deployment and mcafee agents requirements:candidate must possess or currently pursuing a diploma or bachelor's degree in computer science/ information technology or equivalent.preferred skill(s): windows operating systems, microsoft desktop applications.passionate, fast-learner, good communication & inter-personal skills.applicant must be willing to accept the above internship scope.applicant must be willing to travel within klang valley and best possessing own transport.internship period: must be minimum 3 months & above.",https://www.jobstreet.com.my/companies/ctc-global-168556940778711/reviews?jobId=75948300,3.4,77
Internship - Business Consultant,Hitachi eBworx Sdn. Bhd.,Petaling Jaya,undisclosed,11d ago,29/5/2024,https://www.jobstreet.com.my/job/75945829?type=standout&ref=search-standalone&origin=cardTitle#sol=be43c76d87258b69adab63f101b88764e433b1f2,"responsibilities:• assist in documenting user requirement, develop test scripts, user guides and training materials• assist in functional testing to ensure system conformance to requirement.• work closely as a team to ensure the functional requirements are developed into the application. requirements:• degree in business management/engineering/computer science/information technology or its equivalent.• preferred students with a minimum cgpa of 3.0.• those with minimal programming background will have an advantage.• excellent written and oral communication skills in english. proficiency in national language will be an added advantage.• detail oriented, have a passion to learn and is committed to self-improvement.• adaptable, able to work independently as well as in a team.",https://www.jobstreet.com.my/companies/hitachi-ebworx-168554357820170/reviews?jobId=75945829,3.3,62
